,Tweet,Sentiment
25868,naprrj o cbt kdo bi pobral moreb dobicek kdo bi pokrival moreb izgubo,Positive
25869,naprrj o cbt kdo bi pobral moreb dobicek kdo bi pokrival moreb izgubo,Positive
25870,želite preveriti kateri naročniški paket telekoma slovenije je najbolj primeren za vas oglasite se pri nas ,Negative
25871,želite preveriti kateri naročniški paket telekoma slovenije je najbolj primeren za vas oglasite se pri nas ,Positive
25872,naprej kdo bi nadziral cbt po katerem pravnem redu,Neutral
25880,zloženka davek na nepremičnine,Negative
25881,lol a na odmevih ,Neutral
25884, redarji pri gospodarskem razstaviscu prezijo na vozece se po rumenem pasu,Positive
25886, nov obisk policije na mol bili bi naj še na kresiji jplpt2 preiskovali naj bi osebe povezane z mol a ne župana h,Positive
25889,zdaj čakam le še na to da se branson na svojem virginu pojavi z angelčki victorias secret,Negative
25890,dans jih bomo razbil a je sestanek pred tekmo,Positive
25891,hvala a lahko definirate v kratkem,Neutral
25892,hvala a lahko definirate v kratkem,Positive
25893, redarji pri gospodarskem razstaviscu prezijo na vozece se po rumenem pasu,Positive
25894,kam v soboto izbor za dj krono vam pripravlja še en nepozaben žur v casablanci v celju kandidati ki se bodo,Neutral
25897,z drugimi besedamikaj porečejo eve vinkoti janezi ko bodo nekoč brskali po njihovi intimi rinili v njihove spalnice,Neutral
25898,z drugimi besedamikaj porečejo eve vinkoti janezi ko bodo nekoč brskali po njihovi intimi rinili v njihove spalnice,Neutral
25899,član prometnega kluba sporoča da je na štajerski avtocesti proti mariboru zaradi dveh ,Neutral
25900,član prometnega kluba sporoča da je na štajerski avtocesti proti mariboru zaradi dveh ,Neutral
25901,kdo so zmagovalci the gunn report 2013,Negative
25902,zanimivo bi bilo videti statistike o padcu bdpja med dogodki kot so oi,Negative
25903,zanimivo bi bilo videti statistike o padcu bdpja med dogodki kot so oi,Positive
25904,danes na repeatu  via,Positive
25905,računsko sodišče v ukc ljubljana za leto 2012 ugotavlja neenakopravno obravnavo pacientov pri dostopu do zdravstvenih storitev,Positive
25908,zdaj pa samo še uvesti pri nas ,Positive
25909,podpišite peticijo proti energetski izkaznici,Positive
25910,kriminalisti znova na ljubljanski občini,Neutral
25911,kriminalisti znova na ljubljanski občini,Positive
25913,prideš prijave na dm ali na mail stikimsi s pripisom ,Neutral
25917,chevelle kmalu z novim albumom  menart  via,Neutral
25918, wtf  skoraj vsak drugi v kliničnem centru ljubljana preskoči čakalno vrsto  via ,Negative
25919,    pošta slo pobirapodira meje dobrega okusa kar mižat treba tam,Positive
25920,  trobilo na delu naklada pa pada,Neutral
25921,številni črnogorci v minusu  črnagora,Positive
25923, vlada ima načrte zadolževanja kako vrniti pa se ji le bežno sanja,Negative
25924, vlada ima načrte zadolževanja kako vrniti pa se ji le bežno sanja,Negative
25925,im at   ljubljana castle ljubljana pic,Neutral
25927, sds začenja z zbiranjem 40000 podpisov za referendum o arhivski noveli  reportersi  via ,Positive
25928, sds začenja z zbiranjem 40000 podpisov za referendum o arhivski noveli  reportersi  via ,Neutral
25929,mal črnega za dobro jutro ,Negative
25930,dobro jutro iskrene čestitke,Neutral
25931,probaj  se mi zdi da je najbolj enostavno vsaj včasih je bilo,Neutral
25932,ja sej sej dejmo raj pol en drug dan a ob sobotah ste tud v lj,Negative
25934,da se nauš muču ,Neutral
25935,ne samo govorimo tudi pojemo po rusko,Neutral
25937,modni navdušenci pridružite se eksluzivni  turi po international fashion showcase danes ob 11h,Positive
25938, intervju z  na  poseben odnos ima z akslom lundom svindalom,Neutral
25939, referendum o arhivih bi stal 3 5 milijona evrov približno 10krat toliko kot je vlada sprostila rezerv za sanacijo ujme,Negative
25940, referendum o arhivih bi stal 3 5 milijona evrov približno 10krat toliko kot je vlada sprostila rezerv za sanacijo ujme,Neutral
25941,v ljubljani je 13 stopinj manj ,Positive
25942, torej nek leteči dojenček z lokom in puščico naj bi nam najdel našo boljšo polovico okej  jutri je valentinovo ga,Neutral
25943, torej nek leteči dojenček z lokom in puščico naj bi nam najdel našo boljšo polovico okej  jutri je valentinovo ga,Positive
25944,prva zimska počitniška destinacija ki vam pade na pamet je _____,Negative
25945,v časopisju menjava živil med našimi in ruskimi vojaki med začasnim premirjem tedenske slike 1918,Positive
25946,v časopisju menjava živil med našimi in ruskimi vojaki med začasnim premirjem tedenske slike 1918,Positive
25948,pred nekaj dnevi je ena gospa pozabila pri nas v agenciji v btc to ruto v kolikor je vaša ste vabljeni da jo,Neutral
25949,ljubki otročički haha ,Neutral
25950,članek poslovni model poslovni model ni prva stvar o kateri razmišlja podjetnik ko se mu poro,Neutral
25951, referendum o arhivih bi stal 3 5 milijona evrov približno 10krat toliko kot je vlada sprostila rezerv za sanacijo ujme,Neutral
25952,v prvo poklon ,Negative
25953,tudi v ljubljani ljudem prekipeva  v protest jankovićevemu izžemanju meščanov s parkirnimi avtomati se je,Neutral
25954,gremo v kino vabilo na ogled filma klub zdravja dallas,Positive
25955,opa pozdravljen  ,Negative
25956,umiram od smeha d,Positive
25957,im at sta travel cafe   ljubljana slovenia,Neutral
25958,momoslo 172 tokrat se pogovarjamo na temo hardware amp mobile apps gostimo uspešne chipolo in cubesensors prijave,Neutral
25959,najmanj 14 ljudi mrtvih in več kot 50 ranjenih v samomorilskem napadu v karačiju v pakistanu,Neutral
25960,najmanj 14 ljudi mrtvih in več kot 50 ranjenih v samomorilskem napadu v karačiju v pakistanu,Neutral
25961, japonski otc daihen namerava prevzeti varstroj iz lendave,Neutral
25962,poletje bo kmal tukej  at  w ,Positive
25963,karikatura  13214  logika družinskega proračuna,Positive
25964,karikatura  13214  logika družinskega proračuna,Negative
25965,kajzdej to pomen normalno zgledal 433894558485995520 rate limit reached sleeping for,Negative
25968,oficijeln app je baje kar spodoben sicer pa  zih ve on je hardkor androidaš,Neutral
25969,oficijeln app je baje kar spodoben sicer pa  zih ve on je hardkor androidaš,Positive
25972,imate danes čas in ste glasbeno razpoloženi vabljeni na brezplačen koncert,Neutral
25973,ohai danes z nami in vami  urednik  ,Positive
25974,kaj pa je s kolenom,Positive
25975,iztok  fresh  hiter pit stop,Neutral
25976, poletje bo kmal tukej  at  w ,Neutral
25977,tud meni se je zaletelo d se tolažim da je morda samo provokacija,Positive
25978,imam se mi pol nohti sajnajo d,Neutral
25981, komentar našega poročevalca uroša šemrova iz sočija zimska atletika,Negative
25982, komentar našega poročevalca uroša šemrova iz sočija zimska atletika,Neutral
25985,sej ne upam da tako ostane sam se temp se more dvignt za ene 20 stopinj ,Positive
25986,raje kam drugam,Positive
25987,zerim kliče na gimb tudi on želi izstopiti iz povprečja izupisu bi se na brasil,Neutral
25989,na betajnovi bo tekla kri o najnovejši uprizoritvi cankarjeve klasike,Negative
25990,na betajnovi bo tekla kri o najnovejši uprizoritvi cankarjeve klasike,Negative
25991,nekaj je samoplačniška vrsta drugo pa vrsta na zzzs prva je vedno krajša kot si lahko predstavljaš,Positive
25992, se bo po posvetu o novem slovarju sodobnega slovenskega jezika morda kaj premaknilo,Neutral
25993,aaaaas ko greš v sončne kraje pa ugotoviš da si sončna očala doma pozabil,Neutral
25994,klikn na moj handle,Positive
25995,skupinski popust ali eksperiment ,Neutral
25996,to je tudi mizš želelo žal pa naši uradniki ne znajo stvari povedat na razumljiv način,Positive
25998, se bo po posvetu o novem slovarju sodobnega slovenskega jezika morda kaj premaknilo,Positive
25999,o odprtih podatkih in interpretaciji,Positive
26000,da nisi ti nek neoliberalec ,Positive
26001, in kar je najhuje niso imeli rogljičkov oo šok,Positive
26002, in kar je najhuje niso imeli rogljičkov oo šok,Positive
26003,hehe ja tisti člen je zanimiv,Neutral
26005,podjetnost na šoli pomeni samo to da ko so počitnice samo pouka ni  strast in podjetnost pa ostajata,Positive
26006,zaradi referendumov zamuja digitalizacija arhivov,Neutral
26008,finance delamo kako bo preživel slovenski turizem  cc,Neutral
26009,finance delamo kako bo preživel slovenski turizem  cc,Positive
26010,čak sej nkbm je izdajatelj kera banka ti je pol poslala,Negative
26011,čak sej nkbm je izdajatelj kera banka ti je pol poslala,Negative
26012,še vedno ne morem verjeti da bom na zimskih oi gledal slovenske hokejiste    to je noro,Neutral
26013,sem ti že odgovorila 2x ,Negative
26014,sem ti že odgovorila 2x ,Neutral
26015,s težkim srcem ker je v ju    razpis za delo na    prosim ,Negative
26016,nad državo pač ne  ampak vseeno gremo ven,Positive
26017,mah dej težko najdeš večjo bedarijo ki stane 3 5 mio upam da bomo referendum solidarnostno bojkotiral,Neutral
26018,verjetn mu bom pisala ker mam ful gužvo,Neutral
26019,sej zato pripis ampak on the other hand tle pa niti ne najavijo ,Neutral
26021,v luciji sonček ful v pacugu tudi a je kdo na obali se mi lista kavica na sončku pa kak klepet javte se sem čist ok dečko  ,Neutral
26022, s težkim srcem ker je v ju    razpis za delo na    prosim ,Positive
26023,bomo naše rise danes v živo spremljali preko   pssst ne povej šefom ,Positive
26025,nima smisla da ti nekdo delegira tak opravek za katerega ima največ informacij prav onona dvojno delo,Neutral
26026,danes kakšn pool in pozdrav iz pool bara,Neutral
26029,tru   žiga bruno kotnik je slikanica male švice balkana and it wont get better for a while,Negative
26030, spektakel z žerjavi na dunaju  kul  če gre kdo gledat naj javi kako je izpadlo ,Positive
26031,še enkrat šu prevert zej je že 11 tok ma pa tut morje lih prou,Negative
26032,vcasih se da veliko ze laicno ugotoviti  iz tega kje boli in kako,Negative
26034,velika večina prebivalcev bih  skoraj 90 odstotkov  podpira proteste kaže javnomnenjska raziskava,Negative
26035,vuccinelijeva zakladnica od ponedeljka nudi 5 popusta na vso zalogo d,Neutral
26036,vgrajen client se z exchangeom kar dobro znajde dober je recimo mailbox ki pa trenutno deluje le z gmailom,Positive
26041,promocijska razstava revije ljubljana med nostalgijo in sanjami ki jo pripravlja slovanska knjižnica,Positive
26042,jp jp boš vidu po tem se bosta še naprej cedila med in mleko pa to,Neutral
26043,jp jp boš vidu po tem se bosta še naprej cedila med in mleko pa to,Positive
26045,lets drive na 2014  in ljubljana,Positive
26048,upam da ste zadevo prijavili  izveden je bil poizkus od znane javne osebe pridobiti izvajalca fizičnega napada na mene,Neutral
26049,upam da ste zadevo prijavili  izveden je bil poizkus od znane javne osebe pridobiti izvajalca fizičnega napada na mene,Negative
26051,vedno je tko da tist k ma največ bi mel vse vsaj na pol zastonj,Negative
26052,vedno je tko da tist k ma največ bi mel vse vsaj na pol zastonj,Negative
26053,če imate petrol klub plačilno kartico morate v moj petrol vklopiti storitev eračunmesečni račun boste prejeli v ebanko in na mail,Neutral
26054,meni so tudi barve čudne legitimen element mislilš zastavoslovno pravilen ustrezen element,Positive
26055, primož oberžan vodja zasedbe the stroj ostajamo kolektiv na človeški pogon,Positive
26056,spoštovani danes bo njegova ekscelenca predsednik republike slovenije borut pahor odlikoval,Neutral
26057,spoštovani danes bo njegova ekscelenca predsednik republike slovenije borut pahor odlikoval,Neutral
26059, danes ujma tour z rahlimi rošadami jutri stoti rapetek ekstra ponosni v soboto pa ufoslavia z ultra hudim mc http,Neutral
26061,olimpijske igre epskih razsežnostistar wars style d,Positive
26062, karikatura  13214  logika družinskega proračuna,Positive
26063,desus bo očitno prevzel urad za slovence v zamejstvu in po svetu,Neutral
26066,ne vem če bo kej dans pred shigetom je bil približen plan te obvestim ,Positive
26067,mislm to pa je škandal ane v enem mescu pišem že 4 test samo za matematiko,Negative
26070,ga sumim da je a šel s kako drugo b poha v veceju dz ,Negative
26071, outfit7 looking for a product manager in ljubljana,Neutral
26079,odličen dosežek slovenskih raziskovalcev na področju fuzije sfa v obzorju 2020 uspešnih 8 od 18 prijav,Positive
26080, v jutrišnjem kultu preberite vse o olimpijskih medaljah katalonskem oblikovalcu eugeniju quitlletu edinem ki ,Neutral
26081,ko je to pred dvema letoma po slovensko povedal janša ga je mafija obtožila da grozi in straši državljane sedaj pa smo gotovi,Neutral
26082,potepuški psi  manj bleščeča plat zimskih olimpijskih iger v sočiju v sočiju so želeli masovno evtanazirati ,Positive
26085, odličen dosežek slovenskih raziskovalcev na področju fuzije sfa v obzorju 2020 uspešnih 8 od 18 prijav,Positive
26086,odsvetujem tudi uporabo slenga šliši se zelo žaljivo recimo beseda mutavi za bh politično vodstvo,Positive
26087,odsvetujem tudi uporabo slenga šliši se zelo žaljivo recimo beseda mutavi za bh politično vodstvo,Neutral
26088,the boss doma in v tujini na prvem mestu  menart  via,Neutral
26094,škoda zaradi ujme ocenjena na 120 milijonov evrov,Negative
26095,škoda zaradi ujme ocenjena na 120 milijonov evrov,Positive
26096,im at pizzeria in špageterija piazza ljubljana si,Positive
26098,kar se revežu da v skrinji ne manjka česar je polno srce o tem usta rada govore mali zakladi prednikov ,Positive
26099,zanimivosti  končno razkrila v koga je zaljubljena  zurnal24 balerina ana klašnja nam je razkrila da je ž,Neutral
26103,vabljeni v ponedeljek 17 2 ob 1700 na otroški abonma knjigarne konzorcij prihaja obisk za pic,Neutral
26104,vabljeni v ponedeljek 17 2 ob 1700 na otroški abonma knjigarne konzorcij prihaja obisk za pic,Neutral
26105,kako izbrati kolobar zelo pomembno je da kolobar pravilno izberemo saj to posledično močno vpliva tudi na,Neutral
26106,na koncu se vsega navadiš al kako že,Neutral
26109,projekt emonika ustavljen bravo,Negative
26110,projekt emonika ustavljen bravo,Positive
26111,poznamo novozelandsko špinačo te špinače v evropi niso poznali vse do leta 1771 okoli leta 1820 pa so jo že,Neutral
26114,britanci na tujem vse jasno ,Positive
26115,išče se prostovoljce in prostovoljke ,Negative
26116,išče se prostovoljce in prostovoljke ,Positive
26118, se bo po posvetu o novem slovarju sodobnega slovenskega jezika morda kaj premaknilo,Positive
26119, se bo po posvetu o novem slovarju sodobnega slovenskega jezika morda kaj premaknilo,Neutral
26120,tina mazes invitation to slovenia postojna cave,Negative
26121,nocoj imam predavanje iz tantričnih naukov v vrtojbi ob 21h vabljeni ul9septembra 203 om,Negative
26123, preživite dan ljubezni ob odlični hrani in kozarcu vina z ljubljeno osebo v prijetni atmosferi bistroja zvezda http,Positive
26125,  poslušaš posnetek tininega smuka,Neutral
26128,še vedno mislim da bi js če bi dobila prošnje od nadebudnih iskalcev zaposlitve pa tud če bi bil odgovor negativen vedno odgovorila,Neutral
26129,šmarata še vedno odrezana od sveta,Neutral
26130,saj vemo da nihče ne mara pocukranosti in osladnosti in ta video je vse prej kot to najlepše je ko si ljubezen izkazujemo spontano in,Neutral
26131,razkrivamo novo koalicijsko pogodbo  zdej bo vse ful boljš promis ,Neutral
26132, odpiramo tresk  natečaje  vabljeni oblikovalci in fotografi založbe in samozaložniki,Positive
